"interaction","name","selected","shared interaction","shared name"
"interacts with","YWHAQ (interacts with) AMOTL1","false","interacts with","YWHAQ (interacts with) AMOTL1"
"interacts with","YWHAQ (interacts with) PHACTR4","false","interacts with","YWHAQ (interacts with) PHACTR4"
"interacts with","YWHAQ (interacts with) DCP1B","false","interacts with","YWHAQ (interacts with) DCP1B"
"interacts with","YWHAQ (interacts with) PTOV1","false","interacts with","YWHAQ (interacts with) PTOV1"
"interacts with","YWHAQ (interacts with) PRAG1","false","interacts with","YWHAQ (interacts with) PRAG1"
"interacts with","YWHAQ (interacts with) RHPN2","false","interacts with","YWHAQ (interacts with) RHPN2"
"interacts with","YWHAQ (interacts with) ERC1","false","interacts with","YWHAQ (interacts with) ERC1"
"interacts with","YWHAQ (interacts with) PLEKHO2","false","interacts with","YWHAQ (interacts with) PLEKHO2"
"interacts with","YWHAQ (interacts with) DLG5","false","interacts with","YWHAQ (interacts with) DLG5"
"interacts with","YWHAQ (interacts with) PARD3","false","interacts with","YWHAQ (interacts with) PARD3"
"interacts with","YWHAQ (interacts with) SHROOM3","false","interacts with","YWHAQ (interacts with) SHROOM3"
"interacts with","YWHAQ (interacts with) CBARP","false","interacts with","YWHAQ (interacts with) CBARP"
"interacts with","YWHAQ (interacts with) CLIP4","false","interacts with","YWHAQ (interacts with) CLIP4"
"interacts with","YWHAQ (interacts with) CEP112","false","interacts with","YWHAQ (interacts with) CEP112"
"interacts with","YWHAQ (interacts with) RASSF8","false","interacts with","YWHAQ (interacts with) RASSF8"
"interacts with","YWHAQ (interacts with) LPIN2","false","interacts with","YWHAQ (interacts with) LPIN2"
"interacts with","YWHAQ (interacts with) TSC1","false","interacts with","YWHAQ (interacts with) TSC1"
"interacts with","YWHAQ (interacts with) ANKS1A","false","interacts with","YWHAQ (interacts with) ANKS1A"
"interacts with","YWHAQ (interacts with) BAD","false","interacts with","YWHAQ (interacts with) BAD"
"interacts with","YWHAQ (interacts with) HDAC7","false","interacts with","YWHAQ (interacts with) HDAC7"
"interacts with","YWHAQ (interacts with) LMO7","false","interacts with","YWHAQ (interacts with) LMO7"
"interacts with","YWHAQ (interacts with) SSH1","false","interacts with","YWHAQ (interacts with) SSH1"
"interacts with","YWHAQ (interacts with) MACIR","false","interacts with","YWHAQ (interacts with) MACIR"
"interacts with","YWHAQ (interacts with) FRMD6","false","interacts with","YWHAQ (interacts with) FRMD6"
"interacts with","YWHAQ (interacts with) ARHGEF17","false","interacts with","YWHAQ (interacts with) ARHGEF17"
"interacts with","YWHAQ (interacts with) NEDD4L","false","interacts with","YWHAQ (interacts with) NEDD4L"
"interacts with","YWHAQ (interacts with) RHBDF1","false","interacts with","YWHAQ (interacts with) RHBDF1"
"interacts with","YWHAQ (interacts with) EDC3","false","interacts with","YWHAQ (interacts with) EDC3"
"interacts with","YWHAQ (interacts with) SIPA1","false","interacts with","YWHAQ (interacts with) SIPA1"
"interacts with","YWHAQ (interacts with) CEP95","false","interacts with","YWHAQ (interacts with) CEP95"
"interacts with","YWHAQ (interacts with) CIC","false","interacts with","YWHAQ (interacts with) CIC"
"interacts with","YWHAQ (interacts with) TESK2","false","interacts with","YWHAQ (interacts with) TESK2"
"interacts with","YWHAQ (interacts with) MAP3K3","false","interacts with","YWHAQ (interacts with) MAP3K3"
"interacts with","YWHAQ (interacts with) MAPKAP1","false","interacts with","YWHAQ (interacts with) MAPKAP1"
"interacts with","YWHAQ (interacts with) SYNGAP1","false","interacts with","YWHAQ (interacts with) SYNGAP1"
"interacts with","YWHAQ (interacts with) NEK1","false","interacts with","YWHAQ (interacts with) NEK1"
"interacts with","YWHAQ (interacts with) ALS2","false","interacts with","YWHAQ (interacts with) ALS2"
"interacts with","YWHAQ (interacts with) MAGI1","false","interacts with","YWHAQ (interacts with) MAGI1"
"interacts with","YWHAQ (interacts with) ISCU","false","interacts with","YWHAQ (interacts with) ISCU"
"interacts with","YWHAQ (interacts with) SEMA6B","false","interacts with","YWHAQ (interacts with) SEMA6B"
"interacts with","YWHAQ (interacts with) WNK1","false","interacts with","YWHAQ (interacts with) WNK1"
"interacts with","YWHAQ (interacts with) OSBPL3","false","interacts with","YWHAQ (interacts with) OSBPL3"
"interacts with","YWHAQ (interacts with) TANC1","false","interacts with","YWHAQ (interacts with) TANC1"
"interacts with","YWHAQ (interacts with) WWTR1","false","interacts with","YWHAQ (interacts with) WWTR1"
"interacts with","YWHAQ (interacts with) KLC2","false","interacts with","YWHAQ (interacts with) KLC2"
"interacts with","YWHAQ (interacts with) RACGAP1","false","interacts with","YWHAQ (interacts with) RACGAP1"
"interacts with","YWHAQ (interacts with) TANC2","false","interacts with","YWHAQ (interacts with) TANC2"
"interacts with","YWHAQ (interacts with) KLC4","false","interacts with","YWHAQ (interacts with) KLC4"
"interacts with","YWHAQ (interacts with) MTMR4","false","interacts with","YWHAQ (interacts with) MTMR4"
"interacts with","YWHAQ (interacts with) FAM53C","false","interacts with","YWHAQ (interacts with) FAM53C"
"interacts with","YWHAQ (interacts with) BICC1","false","interacts with","YWHAQ (interacts with) BICC1"
"interacts with","YWHAQ (interacts with) ZNF395","false","interacts with","YWHAQ (interacts with) ZNF395"
"interacts with","YWHAQ (interacts with) TNS1","false","interacts with","YWHAQ (interacts with) TNS1"
"interacts with","YWHAQ (interacts with) PAK5","false","interacts with","YWHAQ (interacts with) PAK5"
"interacts with","YWHAQ (interacts with) CGN","false","interacts with","YWHAQ (interacts with) CGN"
"interacts with","YWHAQ (interacts with) HECW2","false","interacts with","YWHAQ (interacts with) HECW2"
"interacts with","YWHAQ (interacts with) PI4KB","false","interacts with","YWHAQ (interacts with) PI4KB"
"interacts with","YWHAQ (interacts with) MAP3K20","false","interacts with","YWHAQ (interacts with) MAP3K20"
"interacts with","YWHAQ (interacts with) RAI14","false","interacts with","YWHAQ (interacts with) RAI14"
"interacts with","YWHAQ (interacts with) MARK1","false","interacts with","YWHAQ (interacts with) MARK1"
"interacts with","YWHAQ (interacts with) ARHGAP23","false","interacts with","YWHAQ (interacts with) ARHGAP23"
"interacts with","YWHAQ (interacts with) HDAC5","false","interacts with","YWHAQ (interacts with) HDAC5"
"interacts with","YWHAQ (interacts with) SH2B3","false","interacts with","YWHAQ (interacts with) SH2B3"
"interacts with","YWHAQ (interacts with) AMOTL2","false","interacts with","YWHAQ (interacts with) AMOTL2"
"interacts with","YWHAQ (interacts with) MAP3K2","false","interacts with","YWHAQ (interacts with) MAP3K2"
"interacts with","YWHAQ (interacts with) TJP2","false","interacts with","YWHAQ (interacts with) TJP2"
"interacts with","YWHAQ (interacts with) ERRFI1","false","interacts with","YWHAQ (interacts with) ERRFI1"
"interacts with","YWHAQ (interacts with) ZBTB21","false","interacts with","YWHAQ (interacts with) ZBTB21"
"interacts with","YWHAQ (interacts with) SAMD4A","false","interacts with","YWHAQ (interacts with) SAMD4A"
"interacts with","LIN37 (interacts with) MYBL2","false","interacts with","LIN37 (interacts with) MYBL2"
"interacts with","YWHAQ (interacts with) KLHDC2","false","interacts with","YWHAQ (interacts with) KLHDC2"
"interacts with","YWHAQ (interacts with) GIT1","false","interacts with","YWHAQ (interacts with) GIT1"
"interacts with","YWHAQ (interacts with) STARD13","false","interacts with","YWHAQ (interacts with) STARD13"
"interacts with","YWHAQ (interacts with) GRIP1","false","interacts with","YWHAQ (interacts with) GRIP1"
"interacts with","LIN37 (interacts with) RBL2","false","interacts with","LIN37 (interacts with) RBL2"
"interacts with","LIN37 (interacts with) TFDP1","false","interacts with","LIN37 (interacts with) TFDP1"
"interacts with","LIN37 (interacts with) CCNE1","false","interacts with","LIN37 (interacts with) CCNE1"
"interacts with","LIN37 (interacts with) CDK2","false","interacts with","LIN37 (interacts with) CDK2"
"interacts with","LIN37 (interacts with) RBL1","false","interacts with","LIN37 (interacts with) RBL1"
"interacts with","LIN37 (interacts with) LIN9","false","interacts with","LIN37 (interacts with) LIN9"
"interacts with","LIN37 (interacts with) LIN54","false","interacts with","LIN37 (interacts with) LIN54"
"interacts with","LIN37 (interacts with) E2F4","false","interacts with","LIN37 (interacts with) E2F4"
"interacts with","LIN37 (interacts with) LIN52","false","interacts with","LIN37 (interacts with) LIN52"
"interacts with","NIPSNAP3A (interacts with) UBR4","false","interacts with","NIPSNAP3A (interacts with) UBR4"
"interacts with","NIPSNAP3A (interacts with) SPATA20","false","interacts with","NIPSNAP3A (interacts with) SPATA20"
"interacts with","NIPSNAP3A (interacts with) NIPSNAP3B","false","interacts with","NIPSNAP3A (interacts with) NIPSNAP3B"
"interacts with","LIN37 (interacts with) ADPRS","false","interacts with","LIN37 (interacts with) ADPRS"
"interacts with","NIPSNAP3A (interacts with) CLUH","false","interacts with","NIPSNAP3A (interacts with) CLUH"
"interacts with","OCIAD1 (interacts with) GSDME","false","interacts with","OCIAD1 (interacts with) GSDME"
"interacts with","OCIAD1 (interacts with) EVI5","false","interacts with","OCIAD1 (interacts with) EVI5"
"interacts with","OCIAD1 (interacts with) EXOC3","false","interacts with","OCIAD1 (interacts with) EXOC3"
"interacts with","NIPSNAP3A (interacts with) KCMF1","false","interacts with","NIPSNAP3A (interacts with) KCMF1"
"interacts with","OCIAD1 (interacts with) DCTN6","false","interacts with","OCIAD1 (interacts with) DCTN6"
"interacts with","OCIAD1 (interacts with) IDH3B","false","interacts with","OCIAD1 (interacts with) IDH3B"
"interacts with","OCIAD1 (interacts with) CLPTM1","false","interacts with","OCIAD1 (interacts with) CLPTM1"
"interacts with","OCIAD1 (interacts with) AK4","false","interacts with","OCIAD1 (interacts with) AK4"
"interacts with","OCIAD1 (interacts with) SLC6A8","false","interacts with","OCIAD1 (interacts with) SLC6A8"
"interacts with","OCIAD1 (interacts with) ABCB7","false","interacts with","OCIAD1 (interacts with) ABCB7"
"interacts with","OCIAD1 (interacts with) DCTN3","false","interacts with","OCIAD1 (interacts with) DCTN3"
"interacts with","OCIAD1 (interacts with) IDH3G","false","interacts with","OCIAD1 (interacts with) IDH3G"
"interacts with","OCIAD1 (interacts with) ATP6V0D1","false","interacts with","OCIAD1 (interacts with) ATP6V0D1"
"interacts with","OCIAD1 (interacts with) COG7","false","interacts with","OCIAD1 (interacts with) COG7"
"interacts with","OCIAD1 (interacts with) KNTC1","false","interacts with","OCIAD1 (interacts with) KNTC1"
"interacts with","OCIAD1 (interacts with) LRBA","false","interacts with","OCIAD1 (interacts with) LRBA"
"interacts with","OCIAD1 (interacts with) RIC1","false","interacts with","OCIAD1 (interacts with) RIC1"
"interacts with","OCIAD1 (interacts with) GNAS","false","interacts with","OCIAD1 (interacts with) GNAS"
"interacts with","OCIAD1 (interacts with) PPP4R3B","false","interacts with","OCIAD1 (interacts with) PPP4R3B"
"interacts with","OCIAD1 (interacts with) ATM","false","interacts with","OCIAD1 (interacts with) ATM"
"interacts with","OCIAD1 (interacts with) DCTN1","false","interacts with","OCIAD1 (interacts with) DCTN1"
"interacts with","OCIAD1 (interacts with) PDS5A","false","interacts with","OCIAD1 (interacts with) PDS5A"
"interacts with","OCIAD1 (interacts with) NBEAL2","false","interacts with","OCIAD1 (interacts with) NBEAL2"
"interacts with","OCIAD1 (interacts with) USP34","false","interacts with","OCIAD1 (interacts with) USP34"
"interacts with","OCIAD1 (interacts with) PPP4R3A","false","interacts with","OCIAD1 (interacts with) PPP4R3A"
"interacts with","OCIAD1 (interacts with) TTI2","false","interacts with","OCIAD1 (interacts with) TTI2"
"interacts with","OCIAD1 (interacts with) DARS2","false","interacts with","OCIAD1 (interacts with) DARS2"
"interacts with","OCIAD1 (interacts with) VPS8","false","interacts with","OCIAD1 (interacts with) VPS8"
"interacts with","OCIAD1 (interacts with) STAG2","false","interacts with","OCIAD1 (interacts with) STAG2"
"interacts with","OCIAD1 (interacts with) PIK3C3","false","interacts with","OCIAD1 (interacts with) PIK3C3"
"interacts with","OCIAD1 (interacts with) UNC13D","false","interacts with","OCIAD1 (interacts with) UNC13D"
"interacts with","OCIAD1 (interacts with) EXOC8","false","interacts with","OCIAD1 (interacts with) EXOC8"
"interacts with","OCIAD1 (interacts with) INTS1","false","interacts with","OCIAD1 (interacts with) INTS1"
"interacts with","OCIAD1 (interacts with) GBF1","false","interacts with","OCIAD1 (interacts with) GBF1"
"interacts with","OCIAD1 (interacts with) RGP1","false","interacts with","OCIAD1 (interacts with) RGP1"
"interacts with","OCIAD1 (interacts with) TBC1D15","false","interacts with","OCIAD1 (interacts with) TBC1D15"
"interacts with","OCIAD1 (interacts with) CIP2A","false","interacts with","OCIAD1 (interacts with) CIP2A"
"interacts with","OCIAD1 (interacts with) COG1","false","interacts with","OCIAD1 (interacts with) COG1"
"interacts with","OCIAD1 (interacts with) COG3","false","interacts with","OCIAD1 (interacts with) COG3"
"interacts with","OCIAD1 (interacts with) COG8","false","interacts with","OCIAD1 (interacts with) COG8"
"interacts with","OCIAD1 (interacts with) CLCC1","false","interacts with","OCIAD1 (interacts with) CLCC1"
"interacts with","OCIAD1 (interacts with) SYMPK","false","interacts with","OCIAD1 (interacts with) SYMPK"
"interacts with","OCIAD1 (interacts with) VPS33A","false","interacts with","OCIAD1 (interacts with) VPS33A"
"interacts with","OCIAD1 (interacts with) INTS12","false","interacts with","OCIAD1 (interacts with) INTS12"
"interacts with","OCIAD1 (interacts with) SAAL1","false","interacts with","OCIAD1 (interacts with) SAAL1"
"interacts with","OCIAD1 (interacts with) EPG5","false","interacts with","OCIAD1 (interacts with) EPG5"
"interacts with","OCIAD1 (interacts with) ACTR10","false","interacts with","OCIAD1 (interacts with) ACTR10"
"interacts with","OCIAD1 (interacts with) VPS18","false","interacts with","OCIAD1 (interacts with) VPS18"
"interacts with","OCIAD1 (interacts with) ATXN10","false","interacts with","OCIAD1 (interacts with) ATXN10"
"interacts with","OCIAD1 (interacts with) DCTN5","false","interacts with","OCIAD1 (interacts with) DCTN5"
"interacts with","OCIAD1 (interacts with) XPO4","false","interacts with","OCIAD1 (interacts with) XPO4"
"interacts with","OCIAD1 (interacts with) COG4","false","interacts with","OCIAD1 (interacts with) COG4"
