"interaction","name","selected","shared interaction","shared name"
"interacts with","EPHA1 (interacts with) TRPC4AP","false","interacts with","EPHA1 (interacts with) TRPC4AP"
"interacts with","CLEC3A (interacts with) RSPRY1","false","interacts with","CLEC3A (interacts with) RSPRY1"
"interacts with","EPHA1 (interacts with) TBC1D22A","false","interacts with","EPHA1 (interacts with) TBC1D22A"
"interacts with","CLEC3A (interacts with) ASCC2","false","interacts with","CLEC3A (interacts with) ASCC2"
"interacts with","EPHA1 (interacts with) RGP1","false","interacts with","EPHA1 (interacts with) RGP1"
"interacts with","EPHA1 (interacts with) NCAPG","false","interacts with","EPHA1 (interacts with) NCAPG"
"interacts with","HSPB8 (interacts with) CREG1","false","interacts with","HSPB8 (interacts with) CREG1"
"interacts with","EPHA1 (interacts with) INPP5K","false","interacts with","EPHA1 (interacts with) INPP5K"
"interacts with","EPHA1 (interacts with) LRRC1","false","interacts with","EPHA1 (interacts with) LRRC1"
"interacts with","HSPB8 (interacts with) BAG3","false","interacts with","HSPB8 (interacts with) BAG3"
"interacts with","EPHA1 (interacts with) XPO4","false","interacts with","EPHA1 (interacts with) XPO4"
"interacts with","HSPB8 (interacts with) A2ML1","false","interacts with","HSPB8 (interacts with) A2ML1"
"interacts with","EPHA1 (interacts with) SNF8","false","interacts with","EPHA1 (interacts with) SNF8"
"interacts with","EPHA1 (interacts with) INTS4","false","interacts with","EPHA1 (interacts with) INTS4"
"interacts with","HSPB8 (interacts with) AURKA","false","interacts with","HSPB8 (interacts with) AURKA"
"interacts with","EPHA1 (interacts with) SMG1","false","interacts with","EPHA1 (interacts with) SMG1"
"interacts with","HSPB8 (interacts with) CTSV","false","interacts with","HSPB8 (interacts with) CTSV"
"interacts with","EPHA1 (interacts with) TSG101","false","interacts with","EPHA1 (interacts with) TSG101"
"interacts with","EPHA1 (interacts with) DIAPH3","false","interacts with","EPHA1 (interacts with) DIAPH3"
"interacts with","HSPB8 (interacts with) BRCA2","false","interacts with","HSPB8 (interacts with) BRCA2"
"interacts with","EPHA1 (interacts with) TBC1D22B","false","interacts with","EPHA1 (interacts with) TBC1D22B"
"interacts with","HSPB8 (interacts with) SMTN","false","interacts with","HSPB8 (interacts with) SMTN"
"interacts with","HSPB8 (interacts with) LCN2","false","interacts with","HSPB8 (interacts with) LCN2"
"interacts with","EPHA1 (interacts with) ZDHHC7","false","interacts with","EPHA1 (interacts with) ZDHHC7"
"interacts with","HSPB8 (interacts with) SERPINA3","false","interacts with","HSPB8 (interacts with) SERPINA3"
"interacts with","EPHA1 (interacts with) SMG9","false","interacts with","EPHA1 (interacts with) SMG9"
"interacts with","HSPB8 (interacts with) CTSH","false","interacts with","HSPB8 (interacts with) CTSH"
"interacts with","EPHA1 (interacts with) WDR13","false","interacts with","EPHA1 (interacts with) WDR13"
"interacts with","HSPB8 (interacts with) GM2A","false","interacts with","HSPB8 (interacts with) GM2A"
"interacts with","EPHA1 (interacts with) VPS16","false","interacts with","EPHA1 (interacts with) VPS16"
"interacts with","HSPB8 (interacts with) AZGP1","false","interacts with","HSPB8 (interacts with) AZGP1"
"interacts with","EPHA1 (interacts with) SMYD3","false","interacts with","EPHA1 (interacts with) SMYD3"
"interacts with","EPHA1 (interacts with) DNAJC16","false","interacts with","EPHA1 (interacts with) DNAJC16"
"interacts with","HSPB8 (interacts with) RICTOR","false","interacts with","HSPB8 (interacts with) RICTOR"
"interacts with","EPHA1 (interacts with) AP3M1","false","interacts with","EPHA1 (interacts with) AP3M1"
"interacts with","PPFIBP1 (interacts with) OBSL1","false","interacts with","PPFIBP1 (interacts with) OBSL1"
"interacts with","HSPB8 (interacts with) FAM83H","false","interacts with","HSPB8 (interacts with) FAM83H"
"interacts with","PPFIBP1 (interacts with) PRKAG1","false","interacts with","PPFIBP1 (interacts with) PRKAG1"
"interacts with","HSPB8 (interacts with) TCEAL1","false","interacts with","HSPB8 (interacts with) TCEAL1"
"interacts with","EPHA1 (interacts with) TOR4A","false","interacts with","EPHA1 (interacts with) TOR4A"
"interacts with","HSPB8 (interacts with) OBI1","false","interacts with","HSPB8 (interacts with) OBI1"
"interacts with","EPHA1 (interacts with) RELCH","false","interacts with","EPHA1 (interacts with) RELCH"
"interacts with","HSPB8 (interacts with) KANK2","false","interacts with","HSPB8 (interacts with) KANK2"
"interacts with","EPHA1 (interacts with) ATXN10","false","interacts with","EPHA1 (interacts with) ATXN10"
"interacts with","HSPB8 (interacts with) IQSEC1","false","interacts with","HSPB8 (interacts with) IQSEC1"
"interacts with","EPHA1 (interacts with) MAPK8IP3","false","interacts with","EPHA1 (interacts with) MAPK8IP3"
"interacts with","VWCE (interacts with) HSPA5","false","interacts with","VWCE (interacts with) HSPA5"
"interacts with","HSPB8 (interacts with) KNL1","false","interacts with","HSPB8 (interacts with) KNL1"
"interacts with","VWCE (interacts with) IDE","false","interacts with","VWCE (interacts with) IDE"
"interacts with","HSPB8 (interacts with) ALMS1","false","interacts with","HSPB8 (interacts with) ALMS1"
"interacts with","VWCE (interacts with) CCN2","false","interacts with","VWCE (interacts with) CCN2"
"interacts with","HSPB8 (interacts with) POF1B","false","interacts with","HSPB8 (interacts with) POF1B"
"interacts with","VWCE (interacts with) TIMP3","false","interacts with","VWCE (interacts with) TIMP3"
"interacts with","HSPB8 (interacts with) NCCRP1","false","interacts with","HSPB8 (interacts with) NCCRP1"
"interacts with","PPFIBP1 (interacts with) KANK1","false","interacts with","PPFIBP1 (interacts with) KANK1"
"interacts with","HSPB8 (interacts with) ACAD11","false","interacts with","HSPB8 (interacts with) ACAD11"
"interacts with","PPFIBP1 (interacts with) KANK2","false","interacts with","PPFIBP1 (interacts with) KANK2"
"interacts with","HSPB8 (interacts with) GDPD3","false","interacts with","HSPB8 (interacts with) GDPD3"
"interacts with","PPFIBP1 (interacts with) TRIM58","false","interacts with","PPFIBP1 (interacts with) TRIM58"
"interacts with","HSPB8 (interacts with) SDR9C7","false","interacts with","HSPB8 (interacts with) SDR9C7"
"interacts with","HSPB8 (interacts with) MAPKAP1","false","interacts with","HSPB8 (interacts with) MAPKAP1"
"interacts with","VWCE (interacts with) TNIP2","false","interacts with","VWCE (interacts with) TNIP2"
"interacts with","HSPB8 (interacts with) SENP1","false","interacts with","HSPB8 (interacts with) SENP1"
"interacts with","VWCE (interacts with) ITFG2","false","interacts with","VWCE (interacts with) ITFG2"
"interacts with","HSPB8 (interacts with) SERPINB13","false","interacts with","HSPB8 (interacts with) SERPINB13"
"interacts with","VWCE (interacts with) METTL17","false","interacts with","VWCE (interacts with) METTL17"
"interacts with","VWCE (interacts with) SQSTM1","false","interacts with","VWCE (interacts with) SQSTM1"
"interacts with","HSPB8 (interacts with) CPNE2","false","interacts with","HSPB8 (interacts with) CPNE2"
"interacts with","VWCE (interacts with) LAGE3","false","interacts with","VWCE (interacts with) LAGE3"
"interacts with","HSPB8 (interacts with) PKP2","false","interacts with","HSPB8 (interacts with) PKP2"
"interacts with","VWCE (interacts with) ITPRIPL2","false","interacts with","VWCE (interacts with) ITPRIPL2"
"interacts with","VWCE (interacts with) NUFIP2","false","interacts with","VWCE (interacts with) NUFIP2"
"interacts with","SFTPC (interacts with) M6PR","false","interacts with","SFTPC (interacts with) M6PR"
"interacts with","VWCE (interacts with) KPTN","false","interacts with","VWCE (interacts with) KPTN"
"interacts with","VWCE (interacts with) EMILIN1","false","interacts with","VWCE (interacts with) EMILIN1"
"interacts with","SFTPC (interacts with) FUT4","false","interacts with","SFTPC (interacts with) FUT4"
"interacts with","NOTCH2 (interacts with) ZNF316","false","interacts with","NOTCH2 (interacts with) ZNF316"
"interacts with","SFTPC (interacts with) ITGA6","false","interacts with","SFTPC (interacts with) ITGA6"
"interacts with","NOTCH2 (interacts with) AGRN","false","interacts with","NOTCH2 (interacts with) AGRN"
"interacts with","VWCE (interacts with) ZNF696","false","interacts with","VWCE (interacts with) ZNF696"
"interacts with","SFTPC (interacts with) CYTH3","false","interacts with","SFTPC (interacts with) CYTH3"
"interacts with","VWCE (interacts with) TMEM160","false","interacts with","VWCE (interacts with) TMEM160"
"interacts with","SFTPC (interacts with) CBX6","false","interacts with","SFTPC (interacts with) CBX6"
"interacts with","VWCE (interacts with) EGFL7","false","interacts with","VWCE (interacts with) EGFL7"
"interacts with","SFTPC (interacts with) PTPN2","false","interacts with","SFTPC (interacts with) PTPN2"
"interacts with","VWCE (interacts with) TCAF1","false","interacts with","VWCE (interacts with) TCAF1"
"interacts with","NOTCH2 (interacts with) MRPS12","false","interacts with","NOTCH2 (interacts with) MRPS12"
"interacts with","SFTPC (interacts with) KCTD2","false","interacts with","SFTPC (interacts with) KCTD2"
"interacts with","NOTCH2 (interacts with) SRPX2","false","interacts with","NOTCH2 (interacts with) SRPX2"
"interacts with","SFTPC (interacts with) INAVA","false","interacts with","SFTPC (interacts with) INAVA"
"interacts with","NOTCH2 (interacts with) OBSL1","false","interacts with","NOTCH2 (interacts with) OBSL1"
"interacts with","SFTPC (interacts with) TENM4","false","interacts with","SFTPC (interacts with) TENM4"
"interacts with","SFTPC (interacts with) SDC4","false","interacts with","SFTPC (interacts with) SDC4"
"interacts with","NOTCH2 (interacts with) CCN1","false","interacts with","NOTCH2 (interacts with) CCN1"
"interacts with","SFTPC (interacts with) GPC1","false","interacts with","SFTPC (interacts with) GPC1"
"interacts with","NOTCH2 (interacts with) AURKA","false","interacts with","NOTCH2 (interacts with) AURKA"
"interacts with","SFTPC (interacts with) HAL","false","interacts with","SFTPC (interacts with) HAL"
"interacts with","NOTCH2 (interacts with) LAMA5","false","interacts with","NOTCH2 (interacts with) LAMA5"
"interacts with","NOTCH2 (interacts with) NTN1","false","interacts with","NOTCH2 (interacts with) NTN1"
"interacts with","SFTPC (interacts with) KCTD17","false","interacts with","SFTPC (interacts with) KCTD17"
"interacts with","NOTCH2 (interacts with) PLAU","false","interacts with","NOTCH2 (interacts with) PLAU"
"interacts with","SFTPC (interacts with) ITFG1","false","interacts with","SFTPC (interacts with) ITFG1"
"interacts with","NOTCH2 (interacts with) PLAT","false","interacts with","NOTCH2 (interacts with) PLAT"
"interacts with","SFTPC (interacts with) SCARB1","false","interacts with","SFTPC (interacts with) SCARB1"
"interacts with","NOTCH2 (interacts with) TGFB1","false","interacts with","NOTCH2 (interacts with) TGFB1"
"interacts with","SFTPC (interacts with) LRRN1","false","interacts with","SFTPC (interacts with) LRRN1"
"interacts with","NOTCH2 (interacts with) ZNF324","false","interacts with","NOTCH2 (interacts with) ZNF324"
"interacts with","SFTPC (interacts with) ILDR2","false","interacts with","SFTPC (interacts with) ILDR2"
"interacts with","NOTCH2 (interacts with) RECQL4","false","interacts with","NOTCH2 (interacts with) RECQL4"
"interacts with","NOTCH2 (interacts with) FBXO21","false","interacts with","NOTCH2 (interacts with) FBXO21"
"interacts with","SFTPC (interacts with) LSR","false","interacts with","SFTPC (interacts with) LSR"
"interacts with","SFTPC (interacts with) ITCH","false","interacts with","SFTPC (interacts with) ITCH"
"interacts with","NOTCH2 (interacts with) LAMC1","false","interacts with","NOTCH2 (interacts with) LAMC1"
"interacts with","SFTPC (interacts with) MXRA8","false","interacts with","SFTPC (interacts with) MXRA8"
"interacts with","NOTCH2 (interacts with) BMP1","false","interacts with","NOTCH2 (interacts with) BMP1"
"interacts with","NOTCH2 (interacts with) FST","false","interacts with","NOTCH2 (interacts with) FST"
"interacts with","SFTPC (interacts with) WWP1","false","interacts with","SFTPC (interacts with) WWP1"
"interacts with","NOTCH2 (interacts with) FBLN1","false","interacts with","NOTCH2 (interacts with) FBLN1"
"interacts with","NOTCH2 (interacts with) FN1","false","interacts with","NOTCH2 (interacts with) FN1"
"interacts with","SFTPC (interacts with) FOXRED1","false","interacts with","SFTPC (interacts with) FOXRED1"
"interacts with","NOTCH2 (interacts with) PROS1","false","interacts with","NOTCH2 (interacts with) PROS1"
"interacts with","SFTPC (interacts with) POM121","false","interacts with","SFTPC (interacts with) POM121"
"interacts with","NOTCH2 (interacts with) GLI4","false","interacts with","NOTCH2 (interacts with) GLI4"
"interacts with","NOTCH2 (interacts with) HSPA5","false","interacts with","NOTCH2 (interacts with) HSPA5"
"interacts with","SFTPC (interacts with) CBX8","false","interacts with","SFTPC (interacts with) CBX8"
"interacts with","NOTCH2 (interacts with) TIMP3","false","interacts with","NOTCH2 (interacts with) TIMP3"
"interacts with","NOTCH2 (interacts with) NOTCH1","false","interacts with","NOTCH2 (interacts with) NOTCH1"
"interacts with","SFTPC (interacts with) PREB","false","interacts with","SFTPC (interacts with) PREB"
"interacts with","NOTCH2 (interacts with) VEGFB","false","interacts with","NOTCH2 (interacts with) VEGFB"
"interacts with","SFTPC (interacts with) TENM2","false","interacts with","SFTPC (interacts with) TENM2"
"interacts with","NOTCH2 (interacts with) PLK1","false","interacts with","NOTCH2 (interacts with) PLK1"
"interacts with","NOTCH2 (interacts with) ANOS1","false","interacts with","NOTCH2 (interacts with) ANOS1"
"interacts with","SFTPC (interacts with) GOLPH3L","false","interacts with","SFTPC (interacts with) GOLPH3L"
"interacts with","NOTCH2 (interacts with) GRN","false","interacts with","NOTCH2 (interacts with) GRN"
"interacts with","NOTCH2 (interacts with) CCN2","false","interacts with","NOTCH2 (interacts with) CCN2"
"interacts with","SFTPC (interacts with) GOLPH3","false","interacts with","SFTPC (interacts with) GOLPH3"
"interacts with","NOTCH2 (interacts with) FBN2","false","interacts with","NOTCH2 (interacts with) FBN2"
"interacts with","NOTCH2 (interacts with) SRPX","false","interacts with","NOTCH2 (interacts with) SRPX"
"interacts with","MYL12B (interacts with) MYL1","false","interacts with","MYL12B (interacts with) MYL1"
"interacts with","NOTCH2 (interacts with) ADAMTSL3","false","interacts with","NOTCH2 (interacts with) ADAMTSL3"
"interacts with","MYL12B (interacts with) MYL4","false","interacts with","MYL12B (interacts with) MYL4"
"interacts with","NOTCH2 (interacts with) MVK","false","interacts with","NOTCH2 (interacts with) MVK"
"interacts with","MYL12B (interacts with) MYL6B","false","interacts with","MYL12B (interacts with) MYL6B"
"interacts with","NOTCH2 (interacts with) EFEMP1","false","interacts with","NOTCH2 (interacts with) EFEMP1"
"interacts with","SFTPC (interacts with) TMEM106B","false","interacts with","SFTPC (interacts with) TMEM106B"
"interacts with","NOTCH2 (interacts with) LAMB2","false","interacts with","NOTCH2 (interacts with) LAMB2"
"interacts with","NOTCH2 (interacts with) INHBE","false","interacts with","NOTCH2 (interacts with) INHBE"
"interacts with","SFTPC (interacts with) KCTD5","false","interacts with","SFTPC (interacts with) KCTD5"
"interacts with","NOTCH2 (interacts with) ADAMTS12","false","interacts with","NOTCH2 (interacts with) ADAMTS12"
"interacts with","SFTPC (interacts with) TENM3","false","interacts with","SFTPC (interacts with) TENM3"
"interacts with","NOTCH2 (interacts with) RPL23","false","interacts with","NOTCH2 (interacts with) RPL23"
"interacts with","MYL12B (interacts with) IQGAP1","false","interacts with","MYL12B (interacts with) IQGAP1"
"interacts with","NOTCH2 (interacts with) LAMC2","false","interacts with","NOTCH2 (interacts with) LAMC2"
"interacts with","MYL12B (interacts with) MYL6","false","interacts with","MYL12B (interacts with) MYL6"
"interacts with","NOTCH2 (interacts with) PDIA5","false","interacts with","NOTCH2 (interacts with) PDIA5"
"interacts with","MYL12B (interacts with) MYH14","false","interacts with","MYL12B (interacts with) MYH14"
"interacts with","NOTCH2 (interacts with) LTBP1","false","interacts with","NOTCH2 (interacts with) LTBP1"
"interacts with","MYL12B (interacts with) MYO18B","false","interacts with","MYL12B (interacts with) MYO18B"
"interacts with","NOTCH2 (interacts with) LTBP2","false","interacts with","NOTCH2 (interacts with) LTBP2"
"interacts with","MYL12B (interacts with) MYL9","false","interacts with","MYL12B (interacts with) MYL9"
"interacts with","NOTCH2 (interacts with) SEMA3B","false","interacts with","NOTCH2 (interacts with) SEMA3B"
"interacts with","MYL12B (interacts with) MYH9","false","interacts with","MYL12B (interacts with) MYH9"
"interacts with","NOTCH2 (interacts with) DNAJC3","false","interacts with","NOTCH2 (interacts with) DNAJC3"
"interacts with","MYL12B (interacts with) MYH10","false","interacts with","MYL12B (interacts with) MYH10"
"interacts with","NOTCH2 (interacts with) NOG","false","interacts with","NOTCH2 (interacts with) NOG"
"interacts with","MYL12B (interacts with) MYH11","false","interacts with","MYL12B (interacts with) MYH11"
"interacts with","NOTCH2 (interacts with) LAMB3","false","interacts with","NOTCH2 (interacts with) LAMB3"
"interacts with","NOTCH2 (interacts with) CCBE1","false","interacts with","NOTCH2 (interacts with) CCBE1"
"interacts with","MYL12B (interacts with) UNC45A","false","interacts with","MYL12B (interacts with) UNC45A"
"interacts with","NOTCH2 (interacts with) ZNF771","false","interacts with","NOTCH2 (interacts with) ZNF771"
"interacts with","MYL12B (interacts with) MYO5B","false","interacts with","MYL12B (interacts with) MYO5B"
"interacts with","NOTCH2 (interacts with) ZNF627","false","interacts with","NOTCH2 (interacts with) ZNF627"
"interacts with","MYL12B (interacts with) MYO5A","false","interacts with","MYL12B (interacts with) MYO5A"
"interacts with","NOTCH2 (interacts with) CTU1","false","interacts with","NOTCH2 (interacts with) CTU1"
"interacts with","NOTCH2 (interacts with) CTC1","false","interacts with","NOTCH2 (interacts with) CTC1"
"interacts with","MYL12B (interacts with) MYO18A","false","interacts with","MYL12B (interacts with) MYO18A"
"interacts with","NOTCH2 (interacts with) ZNF672","false","interacts with","NOTCH2 (interacts with) ZNF672"
"interacts with","MYL12B (interacts with) MYO19","false","interacts with","MYL12B (interacts with) MYO19"
"interacts with","NOTCH2 (interacts with) METRNL","false","interacts with","NOTCH2 (interacts with) METRNL"
"interacts with","SIRPD (interacts with) DCHS2","false","interacts with","SIRPD (interacts with) DCHS2"
"interacts with","NOTCH2 (interacts with) ZNF579","false","interacts with","NOTCH2 (interacts with) ZNF579"
"interacts with","SIRPD (interacts with) PCDHB11","false","interacts with","SIRPD (interacts with) PCDHB11"
"interacts with","NOTCH2 (interacts with) PRSS33","false","interacts with","NOTCH2 (interacts with) PRSS33"
"interacts with","NOTCH2 (interacts with) CEP192","false","interacts with","NOTCH2 (interacts with) CEP192"
"interacts with","NOTCH2 (interacts with) ZNF526","false","interacts with","NOTCH2 (interacts with) ZNF526"
"interacts with","MYL12B (interacts with) LRRFIP2","false","interacts with","MYL12B (interacts with) LRRFIP2"
"interacts with","NOTCH2 (interacts with) ZNF354C","false","interacts with","NOTCH2 (interacts with) ZNF354C"
"interacts with","NOTCH2 (interacts with) CEP97","false","interacts with","NOTCH2 (interacts with) CEP97"
"interacts with","SIRPD (interacts with) FAT1","false","interacts with","SIRPD (interacts with) FAT1"
"interacts with","NOTCH2 (interacts with) LTBP4","false","interacts with","NOTCH2 (interacts with) LTBP4"
"interacts with","RCAN1 (interacts with) GSK3A","false","interacts with","RCAN1 (interacts with) GSK3A"
"interacts with","NOTCH2 (interacts with) BBC3","false","interacts with","NOTCH2 (interacts with) BBC3"
"interacts with","NOTCH2 (interacts with) FIZ1","false","interacts with","NOTCH2 (interacts with) FIZ1"
"interacts with","RCAN1 (interacts with) PPP3R1","false","interacts with","RCAN1 (interacts with) PPP3R1"
"interacts with","NOTCH2 (interacts with) GDF15","false","interacts with","NOTCH2 (interacts with) GDF15"
"interacts with","RCAN1 (interacts with) PPP3CB","false","interacts with","RCAN1 (interacts with) PPP3CB"
"interacts with","NOTCH2 (interacts with) PXDN","false","interacts with","NOTCH2 (interacts with) PXDN"
"interacts with","RCAN1 (interacts with) CKMT2","false","interacts with","RCAN1 (interacts with) CKMT2"
"interacts with","NOTCH2 (interacts with) ZNF669","false","interacts with","NOTCH2 (interacts with) ZNF669"
"interacts with","NOTCH2 (interacts with) ZBTB9","false","interacts with","NOTCH2 (interacts with) ZBTB9"
"interacts with","RCAN1 (interacts with) PPP3CC","false","interacts with","RCAN1 (interacts with) PPP3CC"
"interacts with","NOTCH2 (interacts with) POM121","false","interacts with","NOTCH2 (interacts with) POM121"
"interacts with","NOTCH2 (interacts with) SMOC1","false","interacts with","NOTCH2 (interacts with) SMOC1"
"interacts with","RCAN1 (interacts with) GPRC5B","false","interacts with","RCAN1 (interacts with) GPRC5B"
"interacts with","NOTCH2 (interacts with) ZNF768","false","interacts with","NOTCH2 (interacts with) ZNF768"
"interacts with","NOTCH2 (interacts with) METTL17","false","interacts with","NOTCH2 (interacts with) METTL17"
"interacts with","NOTCH2 (interacts with) ZNF696","false","interacts with","NOTCH2 (interacts with) ZNF696"
"interacts with","RCAN1 (interacts with) PPP3CA","false","interacts with","RCAN1 (interacts with) PPP3CA"
"interacts with","NOTCH2 (interacts with) CHRDL1","false","interacts with","NOTCH2 (interacts with) CHRDL1"
"interacts with","NOTCH2 (interacts with) TRMT61B","false","interacts with","NOTCH2 (interacts with) TRMT61B"
"interacts with","RCAN1 (interacts with) CMBL","false","interacts with","RCAN1 (interacts with) CMBL"
"interacts with","RCAN1 (interacts with) ARMT1","false","interacts with","RCAN1 (interacts with) ARMT1"
"interacts with","NOTCH2 (interacts with) ZNF407","false","interacts with","NOTCH2 (interacts with) ZNF407"
"interacts with","ASF1B (interacts with) HAT1","false","interacts with","ASF1B (interacts with) HAT1"
"interacts with","NOTCH2 (interacts with) NOTCH3","false","interacts with","NOTCH2 (interacts with) NOTCH3"
"interacts with","ASF1B (interacts with) NRDC","false","interacts with","ASF1B (interacts with) NRDC"
"interacts with","NOTCH2 (interacts with) TRIM33","false","interacts with","NOTCH2 (interacts with) TRIM33"
"interacts with","ASF1B (interacts with) SMARCA5","false","interacts with","ASF1B (interacts with) SMARCA5"
"interacts with","NOTCH2 (interacts with) POLDIP2","false","interacts with","NOTCH2 (interacts with) POLDIP2"
"interacts with","ASF1B (interacts with) GBA1","false","interacts with","ASF1B (interacts with) GBA1"
"interacts with","NOTCH2 (interacts with) TCAF1","false","interacts with","NOTCH2 (interacts with) TCAF1"
"interacts with","UBE2T (interacts with) FAAP100","false","interacts with","UBE2T (interacts with) FAAP100"
"interacts with","NOTCH2 (interacts with) ZNF358","false","interacts with","NOTCH2 (interacts with) ZNF358"
"interacts with","NOTCH2 (interacts with) ZNHIT6","false","interacts with","NOTCH2 (interacts with) ZNHIT6"
"interacts with","UBE2T (interacts with) FANCB","false","interacts with","UBE2T (interacts with) FANCB"
"interacts with","NOTCH2 (interacts with) ZNF219","false","interacts with","NOTCH2 (interacts with) ZNF219"
"interacts with","NOTCH2 (interacts with) FBXO3","false","interacts with","NOTCH2 (interacts with) FBXO3"
"interacts with","ASF1B (interacts with) RBBP4","false","interacts with","ASF1B (interacts with) RBBP4"
"interacts with","ASF1B (interacts with) CHAF1A","false","interacts with","ASF1B (interacts with) CHAF1A"
"interacts with","ADCY9 (interacts with) TAPBP","false","interacts with","ADCY9 (interacts with) TAPBP"
"interacts with","ASF1B (interacts with) CHAF1B","false","interacts with","ASF1B (interacts with) CHAF1B"
"interacts with","ADCY9 (interacts with) EXTL3","false","interacts with","ADCY9 (interacts with) EXTL3"
"interacts with","ASF1B (interacts with) PAN2","false","interacts with","ASF1B (interacts with) PAN2"
"interacts with","ADCY9 (interacts with) HSPA8","false","interacts with","ADCY9 (interacts with) HSPA8"
"interacts with","NOTCH2 (interacts with) ZSCAN21","false","interacts with","NOTCH2 (interacts with) ZSCAN21"
"interacts with","ASF1B (interacts with) NASP","false","interacts with","ASF1B (interacts with) NASP"
"interacts with","NOTCH2 (interacts with) EMILIN1","false","interacts with","NOTCH2 (interacts with) EMILIN1"
"interacts with","NOTCH2 (interacts with) WNT6","false","interacts with","NOTCH2 (interacts with) WNT6"
"interacts with","ASF1B (interacts with) HIRA","false","interacts with","ASF1B (interacts with) HIRA"
"interacts with","NOTCH2 (interacts with) TAF6L","false","interacts with","NOTCH2 (interacts with) TAF6L"
"interacts with","ADCY9 (interacts with) NLGN2","false","interacts with","ADCY9 (interacts with) NLGN2"
"interacts with","ASF1B (interacts with) ATAD2","false","interacts with","ASF1B (interacts with) ATAD2"
"interacts with","ADCY9 (interacts with) FUT8","false","interacts with","ADCY9 (interacts with) FUT8"
"interacts with","ADCY9 (interacts with) FNDC3A","false","interacts with","ADCY9 (interacts with) FNDC3A"
"interacts with","ASF1B (interacts with) MMS22L","false","interacts with","ASF1B (interacts with) MMS22L"
"interacts with","ADCY9 (interacts with) LEMD3","false","interacts with","ADCY9 (interacts with) LEMD3"
"interacts with","ADCY9 (interacts with) NFXL1","false","interacts with","ADCY9 (interacts with) NFXL1"
"interacts with","ASF1B (interacts with) PAN3","false","interacts with","ASF1B (interacts with) PAN3"
"interacts with","ADCY9 (interacts with) ANKMY2","false","interacts with","ADCY9 (interacts with) ANKMY2"
"interacts with","ASF1B (interacts with) RIF1","false","interacts with","ASF1B (interacts with) RIF1"
"interacts with","ADCY9 (interacts with) SMIM20","false","interacts with","ADCY9 (interacts with) SMIM20"
"interacts with","ASF1B (interacts with) STRBP","false","interacts with","ASF1B (interacts with) STRBP"
"interacts with","HOXD4 (interacts with) EEA1","false","interacts with","HOXD4 (interacts with) EEA1"
"interacts with","ASF1B (interacts with) MGME1","false","interacts with","ASF1B (interacts with) MGME1"
"interacts with","HOXD4 (interacts with) KBTBD6","false","interacts with","HOXD4 (interacts with) KBTBD6"
"interacts with","ASF1B (interacts with) DCLRE1B","false","interacts with","ASF1B (interacts with) DCLRE1B"
"interacts with","HOXD4 (interacts with) ANKHD1-EIF4EBP3","false","interacts with","HOXD4 (interacts with) ANKHD1-EIF4EBP3"
"interacts with","HOXD4 (interacts with) KBTBD7","false","interacts with","HOXD4 (interacts with) KBTBD7"
"interacts with","ASF1B (interacts with) TLK2","false","interacts with","ASF1B (interacts with) TLK2"
"interacts with","ADCY9 (interacts with) PLXND1","false","interacts with","ADCY9 (interacts with) PLXND1"
"interacts with","ASF1B (interacts with) CDAN1","false","interacts with","ASF1B (interacts with) CDAN1"
"interacts with","ADCY9 (interacts with) ALG5","false","interacts with","ADCY9 (interacts with) ALG5"
"interacts with","ASF1B (interacts with) TONSL","false","interacts with","ASF1B (interacts with) TONSL"
"interacts with","HOXD4 (interacts with) ANKRD17","false","interacts with","HOXD4 (interacts with) ANKRD17"
"interacts with","ASF1B (interacts with) TLK1","false","interacts with","ASF1B (interacts with) TLK1"
"interacts with","ELANE (interacts with) KLHL22","false","interacts with","ELANE (interacts with) KLHL22"
"interacts with","ASF1B (interacts with) ZMYND8","false","interacts with","ASF1B (interacts with) ZMYND8"
"interacts with","ELANE (interacts with) MIA3","false","interacts with","ELANE (interacts with) MIA3"
"interacts with","PSMB8 (interacts with) PSMA2","false","interacts with","PSMB8 (interacts with) PSMA2"
"interacts with","ASF1B (interacts with) CDIN1","false","interacts with","ASF1B (interacts with) CDIN1"
"interacts with","PSMB8 (interacts with) PSMB9","false","interacts with","PSMB8 (interacts with) PSMB9"
"interacts with","ASF1B (interacts with) UBN1","false","interacts with","ASF1B (interacts with) UBN1"
"interacts with","HOXD4 (interacts with) SIRT1","false","interacts with","HOXD4 (interacts with) SIRT1"
"interacts with","ELANE (interacts with) SERPINC1","false","interacts with","ELANE (interacts with) SERPINC1"
"interacts with","ASF1B (interacts with) ARHGAP23","false","interacts with","ASF1B (interacts with) ARHGAP23"
"interacts with","ELANE (interacts with) SERPINA1","false","interacts with","ELANE (interacts with) SERPINA1"
"interacts with","ASF1B (interacts with) BAZ1B","false","interacts with","ASF1B (interacts with) BAZ1B"
"interacts with","ELANE (interacts with) ITIH2","false","interacts with","ELANE (interacts with) ITIH2"
"interacts with","PSMB8 (interacts with) RNF34","false","interacts with","PSMB8 (interacts with) RNF34"
"interacts with","CAPSL (interacts with) ZC2HC1A","false","interacts with","CAPSL (interacts with) ZC2HC1A"
"interacts with","PSMB8 (interacts with) CLPB","false","interacts with","PSMB8 (interacts with) CLPB"
