g1,g2,p(Interactor)
90316,5928,0.979753027592357
90316,5931,0.996125934326971
90316,84312,0.999999993383291
90316,57597,0.999999960275277
90316,391123,0.997018969958994
90316,6274,0.997405179570009
90316,3621,0.999999986413642
90316,25855,0.999999982090634
90316,147409,0.826575082387515
90316,126789,0.993268596223887
284486,9692,0.951923713560429
284486,84706,0.999999600303617
284486,1591,0.996635687259166
284486,117145,0.999999999155411
284486,79699,0.999184795879554
284486,85865,0.999887020951937
284486,92667,0.994054352121191
284486,4700,0.841385775215434
284486,80311,0.998348161198507
284486,23479,0.999999724024735
284486,57017,0.999863995148275
284486,92259,0.946951806959695
284486,4077,0.899233032810953
113277,3134,0.995951689272958
113277,100507680,0.874209859163239
113277,3133,0.949855767995166
113277,79877,0.999657626989464
113277,160335,0.79662995340259
113277,163590,0.969495165638848
113277,23240,0.978130015794818
113277,9254,0.992237044548943
113277,1889,0.991038250323288
113277,4486,0.794399205529738
113277,5361,0.998416531828609
113277,55558,0.987454969739721
113277,54972,0.996303892668366
113277,23231,0.892144779369742
113277,5066,0.805781393500414
113277,66005,0.90618901352
113277,2583,0.999999195381809
113277,84720,0.93424823728358
113277,9244,0.933640220071016
113277,8720,0.972444064831862
113277,3685,0.966021917153526
113277,6443,0.997018706696187
113277,5768,0.999338222139203
113277,57620,0.998916324569029
113277,6786,0.999523879330672
113277,2132,0.969785088701624
113277,57555,0.997048962684053
113277,102,0.945671167551695
113277,27348,0.924861153827238
113277,23654,0.905524832831694
113277,6768,0.926291318490178
113277,3340,0.986989459125146
113277,955,0.890042222689677
113277,79573,0.998553472608222
113277,11227,0.999965366388756
113277,9236,0.99999992336798
113277,55761,0.98954539285482
113277,22883,0.999935205752657
113277,26504,0.782051660167901
113277,84892,0.992411773927111
113277,10159,0.997996877029368
113277,57715,0.99251370879297
113277,1605,0.99999213564403
113277,10945,0.807243845883866
113277,51435,0.999808272292765
113277,3949,0.956310747597008
113277,23505,0.998986043500619
113277,334,0.941606876003173
113277,351,0.906707175735951
113277,6692,0.98373363521917
113277,23341,0.835954516610348
113277,3693,0.985582413144053
113277,79158,0.907780805602999
113277,3655,0.925818946723348
113277,55754,0.992299402279138
113277,25777,0.999565361179883
113277,9860,0.997583037390977
113277,10507,0.938125513388797
113277,1861,0.769917217495999
113277,10678,0.991238598182662
113277,2621,0.989622209306784
113277,205428,0.999532954871219
113277,56926,0.832033889346907
113277,25800,0.999514918696042
113277,3140,0.924592765862266
113277,6868,0.939169913731301
113277,1956,0.813723563114854
113277,4122,0.982293957813562
113277,54664,0.999818955699182
113277,493869,0.998670319539191
113277,2137,0.944946166275854
113277,54480,0.779732815317509
113277,23420,0.999714210199128
113277,8754,0.975526761911372
113277,2590,0.999582639389566
113277,51109,0.997854100125033
113277,4920,0.946079457245739
113277,57326,0.983393865920089
113277,7368,0.994506326141971
113277,4907,0.929425412779847
113277,2159,0.958378086334524
113277,55253,0.987325074418466
113277,2050,0.99996218924546
113277,5445,0.802375301117326
113277,54863,0.893370914795197
113277,23141,0.999651097220351
113277,375056,0.99549770812024
113277,79695,0.987903877014533
113277,153642,0.937039875932329
113277,10026,0.924456488039294
113277,9746,0.987228317525085
113277,81562,0.998104022277742
113277,5551,0.9982819570681
113277,25945,0.897272685950334
113277,9620,0.79810105684386
113277,23353,0.99997732821738
113277,89944,0.999583258202248
113277,4121,0.917716947171302
113277,3123,0.835671209738269
113277,3125,0.999309992668399
113277,10076,0.828644642727878
113277,100288413,0.999967022517477
113277,54901,0.902717898770278
113277,23770,0.817957032278551
