Gene,HEKTE,HCT116,U2OS
302,0.6807288564915698,0.7115744362962763,0.7742999259317961
306,0.3999291862798102,0.5488755176421402,0.3501976883866262
307,0.327425905597551,0.34924795649264867,0.3401131102836014
308,0.5231238104879434,0.5323731845733572,0.5835314465703831
309,0.4319621337972724,0.3884947030062645,0.3877987416346751
310,0.3677195543446097,0.42260368351146227,0.40348021322881666
311,0.33324249837329456,0.42499992246852575,0.40582315153941906
312,0.0008529971234947871,0.0018725522533507403,0.0018406060836133342
313,0.027610770171417654,0.06266430401837965,0.09300630157835127
314,0.042929213752789436,0.12698236832688992,0.13114781028128009
316,0.1492023393580169,0.012390137144533244,0.21567786577816045
317,0.21084949214230975,0.20974681453706,0.20626957082182415
318,0.25164304467910237,0.3591591413745842,0.3115609175119606
319,0.0008529971234947871,0.0,0.0036454699749618497
320,0.08703116130222192,0.004613636892234392,0.08590761879893652
321,0.1401702560924198,0.013216000897909565,0.2199602770502202
322,0.24083746090912406,0.19615966305877033,0.33056712738817123
323,0.2527737060656764,0.34469196105217975,0.38488752433897594
324,0.16790928723576307,0.26381870511994443,0.23026630030640094
325,0.0,0.0,0.0027474188357120687
326,0.01047716811556418,0.0,0.0
327,0.3764195184403309,0.4677034990433835,0.44343929480428446
328,0.46013308797151303,0.5439708651505343,0.55209267907646
329,0.28326443666079376,0.32413922319225524,0.28425574165572975
330,0.20157282810135582,0.10482656670337047,0.08366780994058562
331,0.23146040533247222,0.2622372860607528,0.21890802917247157
332,0.37081325683061017,0.4774213821265158,0.48413286024438845
333,0.24881997947140233,0.2813201947014658,0.3694838393570945
334,0.5304674110110448,0.5066166987558548,0.527161769508233
335,0.002533943208326684,0.020341103864576927,0.06396044239279455
336,0.0,0.07751903561859365,0.0
337,0.0,0.0,0.0
338,0.0,0.002795103948375123,0.0
339,0.0,0.0,0.0
341,0.17487323649581932,0.03513534666154566,0.09436322450711881
343,0.0016975901978076029,0.009012606725890536,0.0
344,0.009715158621639356,0.00986836640069617,0.0027474188357120687
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.029768754996474318,0.05667622805383502
348,0.1731845639619761,0.03959358368529191,0.09669119230876623
350,0.0,0.0037087419610916175,0.0
351,0.5321084994213076,0.5084568302285382,0.5462769857847655
353,0.39181516438968356,0.4876485438954559,0.4343107094368301
354,0.0,0.0,0.0027474188357120687
355,0.19908785690442216,0.2631776125037171,0.20954515784411654
356,0.0008529971234947871,0.0,0.0
357,0.049910727222696995,0.12138843224160632,0.15605562133167253
358,0.11353648211667387,0.07583791047545663,0.2895175291949912
359,0.0,0.0009409112327372734,0.0036454699749618497
360,0.05855882102829217,0.15589847640799476,0.04192638263329018
361,0.0,0.004613636892234392,0.005415953407313117
362,0.002533943208326684,0.010716450997481822,0.023668375376313208
363,0.002533943208326684,0.011556996964798548,0.01616853716263332
364,0.0008529971234947871,0.0,0.0036454699749618497
366,0.0,0.0018725522533507403,0.0
367,0.0,0.0,0.11564114601287112
368,0.12116640093579148,0.0678795041740635,0.10926668417320033
369,0.30674532738777105,0.29267749370371177,0.3581383166679676
372,0.39688059150339533,0.4509673667766738,0.364776854108729
373,0.1538847593329229,0.20692701248684853,0.21299160056482097
374,0.07716678505611492,0.5833835338271337,0.10869115558613882
375,0.483445314063823,0.559766478262344,0.5156138685405673
377,0.36793087450982453,0.4357706823401107,0.45981686210072126
378,0.4970937621846603,0.5064293612632083,0.47441043051249915
379,0.20327041829916348,0.21630512779012098,0.22578988590856497
381,0.425075890882652,0.4870914348233329,0.4522609069354383
382,0.31414854566364797,0.38937635910700025,0.3468523953687006
383,0.009715158621639356,0.012390137144533244,0.0045349271916093
384,0.202869268743513,0.1647456223765451,0.23341216422812786
387,0.5432670169349653,0.6044627941756078,0.5672034344836132
388,0.3356852818215361,0.35779300223701854,0.37796751524447875
389,0.5254084449635902,0.48223014335437203,0.5631655734376612
390,0.341112130137983,0.261048574006038,0.3081806333654972
391,0.30387293788911035,0.3569724192500858,0.3507757357145583
392,0.30347594497765457,0.3104231640232655,0.30620222507748873
393,0.05038830786520721,0.3330932187159459,0.10303820149919363
394,0.2594693531952593,0.32012676105201665,0.33922319273790624
395,0.05086324261800868,0.0009409112327372734,0.04133246642824563
396,0.4495416924374658,0.5542921792811978,0.5554707785313984
397,0.2414549341930059,0.14201639099743085,0.12673748529811027
398,0.01047716811556418,0.0,0.07495997186637983
399,0.0,0.014034714226034415,0.0009248590718990001
400,0.3098484263837785,0.36820642032950957,0.3022943667213152
401,0.0,0.0,0.0
402,0.3517011686085948,0.3669657524467918,0.41665267980080006
403,0.24165977420352117,0.24646199361836038,0.25659502562575537
405,0.22406413680264808,0.2681331513290292,0.3065463482763445
406,0.17739960328990073,0.24041034248554352,0.2327306718647216
407,0.0016975901978076029,0.012390137144533244,0.0036454699749618497
408,0.15302606597343066,0.26335288743562973,0.1950056678174348
409,0.24648295035914464,0.3265931250117339,0.3121125367561663
410,0.2254347772506022,0.1396709070869517,0.2894762650123649
